name,pseudo_mIoU,pseudo_mprecision,pseudo_mrecall,enhanced_mIoU,enhanced_mprecision,enhanced_mrecall,mIoU_delta,mprecision_delta,mrecall_delta
2010_005419,0.405,0.411,0.971,0.421,0.423,0.992,0.01599999999999996,0.01200000000000001,0.02100000000000002
2010_005429,0.856,0.862,0.993,0.864,0.867,0.995,0.008000000000000007,0.0050000000000000044,0.0020000000000000018
2010_005450,0.25,0.251,0.995,0.252,0.252,1.0,0.0020000000000000018,0.0010000000000000009,0.0050000000000000044
2010_005457,0.97,0.975,0.995,0.993,0.995,0.998,0.02300000000000002,0.020000000000000018,0.0030000000000000027
2010_005468,0.945,0.984,0.96,0.978,0.991,0.987,0.03300000000000003,0.007000000000000006,0.027000000000000024
2010_005471,0.815,0.858,0.946,0.818,0.861,0.946,0.0030000000000000027,0.0030000000000000027,0.0
2010_005494,0.129,0.197,0.213,0.128,0.192,0.216,-0.0010000000000000009,-0.0050000000000000044,0.0030000000000000027
2010_005500,0.773,0.868,0.877,0.946,0.965,0.98,0.17299999999999993,0.09699999999999998,0.10299999999999998
2010_005505,0.892,0.907,0.982,0.91,0.918,0.991,0.018000000000000016,0.01100000000000001,0.009000000000000008
2010_005506,0.695,0.783,0.861,0.911,0.955,0.951,0.21600000000000008,0.17199999999999993,0.08999999999999997
2010_005513,0.912,0.943,0.965,0.95,0.955,0.995,0.03799999999999992,0.01200000000000001,0.030000000000000027
2010_005519,0.943,0.973,0.969,0.968,0.974,0.994,0.025000000000000022,0.0010000000000000009,0.025000000000000022
2010_005522,0.692,0.968,0.708,0.936,0.954,0.98,0.2440000000000001,-0.014000000000000012,0.272
2010_005596,0.089,0.09,0.93,0.094,0.095,0.931,0.0050000000000000044,0.0050000000000000044,0.0010000000000000009
2010_005627,0.999,0.999,1.0,1.0,1.0,1.0,0.0010000000000000009,0.0010000000000000009,0.0
2010_005643,0.024,1.0,0.024,0.259,1.0,0.259,0.23500000000000001,0.0,0.23500000000000001
2010_005652,0.985,0.988,0.997,0.995,0.997,0.998,0.010000000000000009,0.009000000000000008,0.0010000000000000009
2010_005663,0.577,0.968,0.588,0.747,0.774,0.954,0.17000000000000004,-0.19399999999999995,0.366
2010_005669,0.785,0.837,0.927,0.785,0.797,0.981,0.0,-0.039999999999999925,0.05399999999999994
2010_005678,0.557,0.756,0.679,0.825,0.826,0.999,0.2679999999999999,0.06999999999999995,0.31999999999999995
2010_005700,0.848,0.889,0.949,0.863,0.899,0.956,0.015000000000000013,0.010000000000000009,0.007000000000000006
2010_005721,0.92,0.936,0.982,0.955,0.968,0.987,0.03499999999999992,0.03199999999999992,0.0050000000000000044
2010_005723,0.966,0.99,0.975,0.997,0.998,0.998,0.031000000000000028,0.008000000000000007,0.02300000000000002
2010_005725,0.988,0.991,0.998,0.999,1.0,1.0,0.01100000000000001,0.009000000000000008,0.0020000000000000018
2010_005734,0.733,0.734,0.999,0.767,0.767,1.0,0.03400000000000003,0.03300000000000003,0.0010000000000000009
2010_005744,0.297,0.297,1.0,0.283,0.283,1.0,-0.014000000000000012,-0.014000000000000012,0.0
2010_005746,0.894,0.906,0.986,0.952,0.956,0.995,0.05799999999999994,0.04999999999999993,0.009000000000000008
2010_005755,0.038,0.049,0.53,0.035,0.045,0.53,-0.0029999999999999957,-0.0040000000000000036,0.0
2010_005758,0.591,0.63,0.95,0.589,0.615,0.964,-0.0020000000000000018,-0.015000000000000013,0.014000000000000012
2010_005775,0.984,0.986,0.998,0.99,0.99,1.0,0.006000000000000005,0.0040000000000000036,0.0020000000000000018
2010_005791,0.998,0.999,0.999,0.245,0.245,1.0,-0.753,-0.754,0.0010000000000000009
2010_005796,0.837,0.854,0.977,0.806,0.821,0.977,-0.030999999999999917,-0.03300000000000003,0.0
2010_005800,0.628,0.746,0.799,0.638,0.749,0.811,0.010000000000000009,0.0030000000000000027,0.01200000000000001
2010_005805,0.745,0.919,0.806,0.796,0.947,0.844,0.051000000000000045,0.027999999999999914,0.03799999999999992
2010_005810,0.381,0.424,0.794,0.383,0.426,0.796,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018
2010_005820,0.865,0.998,0.866,0.874,0.998,0.875,0.009000000000000008,0.0,0.009000000000000008
2010_005830,0.335,0.373,0.816,0.346,0.383,0.826,0.010999999999999954,0.010000000000000009,0.010000000000000009
2010_005835,0.97,0.972,0.997,0.974,0.976,0.998,0.0040000000000000036,0.0040000000000000036,0.0010000000000000009
2010_005836,0.008,0.193,0.012,0.003,0.023,0.007,-0.005,-0.17,-0.005
2010_005876,0.635,0.718,0.851,0.673,0.758,0.861,0.038000000000000034,0.040000000000000036,0.010000000000000009
2010_005891,0.82,0.91,0.892,0.834,0.912,0.907,0.014000000000000012,0.0020000000000000018,0.015000000000000013
2010_005898,0.275,0.566,0.284,0.283,0.57,0.291,0.007999999999999952,0.0040000000000000036,0.007000000000000006
2010_005919,0.91,0.982,0.925,0.979,0.981,0.998,0.06899999999999995,-0.0010000000000000009,0.07299999999999995
2010_005927,0.818,0.996,0.821,0.901,0.997,0.904,0.08300000000000007,0.0010000000000000009,0.08300000000000007
2010_005932,0.388,0.983,0.391,0.396,0.984,0.399,0.008000000000000007,0.0010000000000000009,0.008000000000000007
2010_005951,0.942,0.989,0.952,0.985,0.996,0.989,0.04300000000000004,0.007000000000000006,0.03700000000000003
2010_005952,0.993,0.997,0.996,0.999,0.999,1.0,0.006000000000000005,0.0020000000000000018,0.0040000000000000036
2010_005978,0.591,0.591,1.0,0.581,0.581,1.0,-0.010000000000000009,-0.010000000000000009,0.0
2010_005982,0.754,0.968,0.774,0.738,0.968,0.757,-0.016000000000000014,0.0,-0.017000000000000015
2010_006009,0.786,0.808,0.967,0.821,0.836,0.976,0.03499999999999992,0.027999999999999914,0.009000000000000008
2011_000003,0.722,0.847,0.823,0.731,0.946,0.778,0.009000000000000008,0.09899999999999998,-0.04499999999999993
2011_000006,0.127,0.234,0.207,0.132,0.246,0.212,0.0050000000000000044,0.011999999999999983,0.0050000000000000044
2011_000025,0.966,0.978,0.987,0.984,0.984,1.0,0.018000000000000016,0.006000000000000005,0.013000000000000012
2011_000027,0.717,0.992,0.721,0.776,0.996,0.778,0.05900000000000005,0.0040000000000000036,0.05700000000000005
2011_000068,0.968,0.994,0.974,0.994,0.995,0.999,0.026000000000000023,0.0010000000000000009,0.025000000000000022
2011_000069,0.875,0.967,0.904,0.971,0.976,0.994,0.09599999999999997,0.009000000000000008,0.08999999999999997
2011_000105,0.668,0.668,0.999,0.667,0.667,0.999,-0.0010000000000000009,-0.0010000000000000009,0.0
2011_000108,0.65,0.876,0.674,0.643,0.865,0.672,-0.007000000000000006,-0.01100000000000001,-0.0020000000000000018
2011_000116,0.815,0.964,0.841,0.904,0.981,0.92,0.08900000000000008,0.017000000000000015,0.07900000000000007
2011_000122,0.558,0.91,0.623,0.894,0.923,0.969,0.33599999999999997,0.013000000000000012,0.346
2011_000145,0.951,0.974,0.975,0.996,0.997,1.0,0.04500000000000004,0.02300000000000002,0.025000000000000022
2011_000149,0.653,0.68,0.941,0.638,0.673,0.924,-0.015000000000000013,-0.007000000000000006,-0.016999999999999904
2011_000152,0.904,0.957,0.942,0.915,0.938,0.973,0.01100000000000001,-0.019000000000000017,0.031000000000000028
2011_000182,0.955,0.987,0.967,0.956,0.986,0.969,0.0010000000000000009,-0.0010000000000000009,0.0020000000000000018
2011_000197,0.961,0.966,0.994,0.938,0.943,0.994,-0.02300000000000002,-0.02300000000000002,0.0
2011_000208,0.935,0.937,0.998,0.99,0.991,0.999,0.05499999999999994,0.05399999999999994,0.0010000000000000009
2011_000216,0.981,1.0,0.981,1.0,1.0,1.0,0.019000000000000017,0.0,0.019000000000000017
2011_000219,0.864,0.997,0.867,0.957,0.997,0.96,0.09299999999999997,0.0,0.09299999999999997
2011_000221,0.014,0.018,0.508,0.014,0.018,0.51,0.0,0.0,0.0020000000000000018
2011_000222,0.862,0.869,0.991,0.868,0.872,0.995,0.006000000000000005,0.0030000000000000027,0.0040000000000000036
2011_000228,0.789,0.938,0.833,0.981,0.981,1.0,0.19199999999999995,0.04300000000000004,0.16700000000000004
2011_000243,0.808,0.839,0.956,0.893,0.896,0.996,0.08499999999999996,0.05700000000000005,0.040000000000000036
2011_000252,0.524,0.611,0.797,0.559,0.64,0.825,0.03500000000000003,0.029000000000000026,0.027999999999999914
2011_000258,0.847,0.857,0.986,0.899,0.905,0.993,0.052000000000000046,0.04800000000000004,0.007000000000000006
2011_000268,0.187,1.0,0.187,0.437,1.0,0.437,0.25,0.0,0.25
2011_000277,0.284,0.382,0.345,0.288,0.389,0.344,0.0040000000000000036,0.007000000000000006,-0.0010000000000000009
2011_000278,0.33,0.337,0.945,0.352,0.357,0.959,0.021999999999999964,0.019999999999999962,0.014000000000000012
2011_000293,0.894,0.945,0.943,0.976,0.976,1.0,0.08199999999999996,0.031000000000000028,0.05700000000000005
2011_000345,0.846,0.988,0.855,0.865,0.99,0.872,0.019000000000000017,0.0020000000000000018,0.017000000000000015
2011_000359,0.67,0.817,0.788,0.979,0.981,0.999,0.30899999999999994,0.16400000000000003,0.21099999999999997
2011_000379,0.818,0.924,0.869,0.833,0.913,0.897,0.015000000000000013,-0.01100000000000001,0.028000000000000025
2011_000382,0.069,0.075,0.538,0.071,0.078,0.577,0.001999999999999988,0.0030000000000000027,0.038999999999999924
2011_000400,0.311,0.311,0.998,0.32,0.32,1.0,0.009000000000000008,0.009000000000000008,0.0020000000000000018
2011_000428,0.977,0.991,0.986,0.716,0.722,0.989,-0.261,-0.269,0.0030000000000000027
2011_000449,0.974,0.989,0.985,0.986,0.991,0.994,0.01200000000000001,0.0020000000000000018,0.009000000000000008
2011_000453,0.326,0.357,0.827,0.345,0.373,0.845,0.01899999999999996,0.016000000000000014,0.018000000000000016
2011_000457,0.994,0.994,1.0,0.997,0.997,1.0,0.0030000000000000027,0.0030000000000000027,0.0
2011_000468,0.988,0.988,1.0,0.991,0.991,1.0,0.0030000000000000027,0.0030000000000000027,0.0
2011_000469,0.96,0.967,0.993,0.982,0.983,1.0,0.02200000000000002,0.016000000000000014,0.007000000000000006
2011_000513,0.89,0.929,0.955,0.931,0.937,0.993,0.041000000000000036,0.008000000000000007,0.038000000000000034
2011_000542,0.97,0.978,0.991,0.97,0.979,0.991,0.0,0.0010000000000000009,0.0
2011_000550,0.965,1.0,0.965,0.98,1.0,0.98,0.015000000000000013,0.0,0.015000000000000013
2011_000551,0.946,0.952,0.993,0.99,0.997,0.993,0.04400000000000004,0.04500000000000004,0.0
2011_000556,0.711,0.715,0.992,0.751,0.754,0.994,0.040000000000000036,0.039000000000000035,0.0020000000000000018
2011_000573,0.279,0.323,0.563,0.287,0.33,0.565,0.007999999999999952,0.007000000000000006,0.0020000000000000018
2011_000577,0.906,0.987,0.916,0.925,0.991,0.932,0.019000000000000017,0.0040000000000000036,0.016000000000000014
2011_000589,0.377,0.436,0.424,0.491,0.498,0.493,0.11399999999999999,0.062,0.069
2011_000594,0.739,0.966,0.764,0.992,0.995,0.997,0.253,0.029000000000000026,0.23299999999999998
2011_000637,0.913,0.927,0.984,0.918,0.93,0.986,0.0050000000000000044,0.0030000000000000027,0.0020000000000000018
2011_000641,0.97,0.995,0.975,0.998,0.998,1.0,0.028000000000000025,0.0030000000000000027,0.025000000000000022
2011_000642,0.357,0.786,0.395,0.36,0.769,0.404,0.0030000000000000027,-0.017000000000000015,0.009000000000000008
2011_000646,0.612,0.652,0.903,0.626,0.674,0.894,0.014000000000000012,0.02200000000000002,-0.009000000000000008
2011_000651,0.82,0.825,0.993,0.823,0.825,0.997,0.0030000000000000027,0.0,0.0040000000000000036
2011_000652,0.826,0.826,1.0,0.828,0.828,1.0,0.0020000000000000018,0.0020000000000000018,0.0
2011_000713,0.711,0.827,0.865,0.935,0.941,0.994,0.2240000000000001,0.11399999999999999,0.129
2011_000758,0.632,1.0,0.632,0.638,1.0,0.638,0.006000000000000005,0.0,0.006000000000000005
2011_000768,0.992,1.0,0.992,0.998,0.999,0.999,0.006000000000000005,-0.0010000000000000009,0.007000000000000006
2011_000771,0.0,0.0,0.0,0.696,1.0,0.696,0.696,1.0,0.696
2011_000790,0.531,0.54,0.971,0.535,0.541,0.979,0.0040000000000000036,0.0010000000000000009,0.008000000000000007
2011_000793,0.855,0.859,0.994,0.855,0.858,0.995,0.0,-0.0010000000000000009,0.0010000000000000009
2011_000834,0.468,0.651,0.579,0.358,0.394,0.421,-0.11000000000000004,-0.257,-0.15799999999999997
2011_000840,0.968,0.988,0.98,0.986,0.994,0.992,0.018000000000000016,0.006000000000000005,0.01200000000000001
2011_000882,0.79,0.877,0.889,0.77,0.88,0.86,-0.020000000000000018,0.0030000000000000027,-0.029000000000000026
2011_000893,0.957,0.972,0.983,0.974,0.975,0.999,0.017000000000000015,0.0030000000000000027,0.016000000000000014
2011_000895,0.829,0.834,0.992,0.88,0.881,0.999,0.051000000000000045,0.04700000000000004,0.007000000000000006
2011_000920,0.821,1.0,0.821,0.998,1.0,0.998,0.17700000000000005,0.0,0.17700000000000005
2011_000934,0.727,0.753,0.942,0.729,0.753,0.945,0.0020000000000000018,0.0,0.0030000000000000027
2011_000944,0.532,0.961,0.544,0.527,0.96,0.539,-0.0050000000000000044,-0.0010000000000000009,-0.0050000000000000044
2011_000973,0.149,0.999,0.149,0.998,0.999,0.999,0.849,0.0,0.85
2011_000982,0.938,0.999,0.939,0.999,1.0,1.0,0.061000000000000054,0.0010000000000000009,0.061000000000000054
2011_000997,0.314,0.357,0.42,0.316,0.359,0.42,0.0020000000000000018,0.0020000000000000018,0.0
2011_000999,0.997,0.997,1.0,0.997,0.997,1.0,0.0,0.0,0.0
2011_001004,0.925,0.939,0.984,0.966,0.967,0.999,0.040999999999999925,0.028000000000000025,0.015000000000000013
2011_001015,0.535,0.535,0.998,0.566,0.567,0.999,0.030999999999999917,0.03199999999999992,0.0010000000000000009
2011_001027,0.344,0.417,0.582,0.376,0.442,0.588,0.03200000000000003,0.025000000000000022,0.006000000000000005
2011_001133,0.98,0.981,1.0,0.989,0.99,0.999,0.009000000000000008,0.009000000000000008,-0.0010000000000000009
2011_001135,0.805,0.807,0.997,0.81,0.81,0.999,0.0050000000000000044,0.0030000000000000027,0.0020000000000000018
2011_001139,0.637,0.85,0.739,0.641,0.877,0.722,0.0040000000000000036,0.027000000000000024,-0.017000000000000015
2011_001166,0.871,0.876,0.994,0.873,0.877,0.994,0.0020000000000000018,0.0010000000000000009,0.0
2011_001175,0.263,0.285,0.762,0.252,0.279,0.706,-0.01100000000000001,-0.00599999999999995,-0.05600000000000005
2011_001198,0.865,1.0,0.865,0.999,1.0,0.999,0.134,0.0,0.134
2011_001211,0.953,0.961,0.991,0.928,0.929,0.998,-0.02499999999999991,-0.03199999999999992,0.007000000000000006
2011_001259,0.983,0.993,0.99,0.988,0.994,0.994,0.0050000000000000044,0.0010000000000000009,0.0040000000000000036
2011_001270,0.954,0.955,0.999,0.99,0.99,1.0,0.03600000000000003,0.03500000000000003,0.0010000000000000009
2011_001336,0.502,0.751,0.599,0.547,0.797,0.63,0.04500000000000004,0.04600000000000004,0.031000000000000028
2011_001400,0.872,0.948,0.916,0.977,0.981,0.996,0.10499999999999998,0.03300000000000003,0.07999999999999996
2011_001402,0.586,0.611,0.878,0.611,0.643,0.872,0.025000000000000022,0.03200000000000003,-0.006000000000000005
2011_001411,0.944,0.948,0.995,0.975,0.975,1.0,0.031000000000000028,0.027000000000000024,0.0050000000000000044
2011_001412,0.345,0.473,0.738,0.349,0.478,0.739,0.0040000000000000036,0.0050000000000000044,0.0010000000000000009
2011_001432,0.974,0.996,0.978,0.982,1.0,0.982,0.008000000000000007,0.0040000000000000036,0.0040000000000000036
2011_001463,0.975,0.998,0.977,0.986,1.0,0.986,0.01100000000000001,0.0020000000000000018,0.009000000000000008
2011_001475,0.589,0.969,0.6,0.586,0.968,0.598,-0.0030000000000000027,-0.0010000000000000009,-0.0020000000000000018
2011_001479,0.928,0.951,0.976,0.955,0.978,0.976,0.026999999999999913,0.027000000000000024,0.0
2011_001519,0.903,0.906,0.997,0.942,0.942,1.0,0.038999999999999924,0.03599999999999992,0.0030000000000000027
2011_001536,0.821,0.839,0.974,0.867,0.89,0.971,0.04600000000000004,0.051000000000000045,-0.0030000000000000027
2011_001542,0.904,0.924,0.977,0.984,0.988,0.996,0.07999999999999996,0.06399999999999995,0.019000000000000017
2011_001571,0.438,0.587,0.632,0.466,0.664,0.64,0.028000000000000025,0.07700000000000007,0.008000000000000007
2011_001621,0.608,0.917,0.622,0.628,0.923,0.64,0.020000000000000018,0.006000000000000005,0.018000000000000016
2011_001622,0.236,0.592,0.282,0.316,0.717,0.36,0.08000000000000002,0.125,0.07800000000000001
2011_001632,0.371,0.433,0.782,0.451,0.514,0.827,0.08000000000000002,0.08100000000000002,0.04499999999999993
2011_001652,0.861,0.993,0.866,0.994,0.996,0.998,0.133,0.0030000000000000027,0.132
2011_001653,0.987,0.997,0.99,0.994,0.998,0.996,0.007000000000000006,0.0010000000000000009,0.006000000000000005
2011_001695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011_001710,0.909,0.933,0.973,0.931,0.952,0.977,0.02200000000000002,0.018999999999999906,0.0040000000000000036
2011_001730,0.774,0.811,0.956,0.819,0.823,0.995,0.04499999999999993,0.0119999999999999,0.039000000000000035
2011_001753,0.992,1.0,0.992,0.999,1.0,0.999,0.007000000000000006,0.0,0.007000000000000006
2011_001754,0.978,0.997,0.981,0.994,0.997,0.997,0.016000000000000014,0.0,0.016000000000000014
2011_001764,0.725,0.726,0.998,0.77,0.77,1.0,0.04500000000000004,0.04400000000000004,0.0020000000000000018
2011_001765,0.605,0.684,0.848,0.655,0.733,0.868,0.050000000000000044,0.04899999999999993,0.020000000000000018
2011_001790,0.898,0.931,0.961,0.991,0.999,0.992,0.09299999999999997,0.06799999999999995,0.031000000000000028
2011_001810,0.937,0.939,0.998,0.991,0.991,1.0,0.05399999999999994,0.052000000000000046,0.0020000000000000018
2011_001855,0.996,1.0,0.996,1.0,1.0,1.0,0.0040000000000000036,0.0,0.0040000000000000036
2011_001866,0.798,0.989,0.805,0.737,0.995,0.74,-0.061000000000000054,0.006000000000000005,-0.06500000000000006
2011_001875,0.89,0.957,0.927,0.892,0.954,0.932,0.0020000000000000018,-0.0030000000000000027,0.0050000000000000044
2011_001895,0.958,0.979,0.978,0.977,0.985,0.992,0.019000000000000017,0.006000000000000005,0.014000000000000012
2011_001902,0.944,0.995,0.948,0.986,0.996,0.991,0.04200000000000004,0.0010000000000000009,0.04300000000000004
2011_001904,0.808,0.87,0.919,0.813,0.872,0.924,0.004999999999999893,0.0020000000000000018,0.0050000000000000044
2011_001922,0.212,0.755,0.293,0.216,0.774,0.293,0.0040000000000000036,0.019000000000000017,0.0
2011_001924,0.103,0.103,0.988,0.102,0.103,0.988,-0.0010000000000000009,0.0,0.0
2011_001928,0.936,0.95,0.984,0.961,0.964,0.997,0.02499999999999991,0.014000000000000012,0.013000000000000012
2011_001959,0.856,0.872,0.979,0.997,1.0,0.997,0.14100000000000001,0.128,0.018000000000000016
2011_001967,0.991,0.992,0.999,0.995,0.995,1.0,0.0040000000000000036,0.0030000000000000027,0.0010000000000000009
2011_001972,0.864,0.866,0.997,0.907,0.907,1.0,0.04300000000000004,0.041000000000000036,0.0030000000000000027
2011_001974,0.887,0.887,1.0,0.936,0.936,1.0,0.049000000000000044,0.049000000000000044,0.0
2011_001991,0.122,0.123,0.925,0.132,0.132,0.997,0.010000000000000009,0.009000000000000008,0.07199999999999995
2011_002027,0.833,0.997,0.835,0.998,0.999,0.998,0.16500000000000004,0.0020000000000000018,0.16300000000000003
2011_002050,0.95,0.999,0.951,0.984,0.998,0.986,0.03400000000000003,-0.0010000000000000009,0.03500000000000003
2011_002107,0.97,0.972,0.998,0.983,0.983,1.0,0.013000000000000012,0.01100000000000001,0.0020000000000000018
2011_002111,0.27,0.275,0.942,0.29,0.295,0.947,0.019999999999999962,0.019999999999999962,0.0050000000000000044
2011_002114,0.601,0.601,0.999,0.631,0.631,1.0,0.030000000000000027,0.030000000000000027,0.0010000000000000009
2011_002119,0.681,0.993,0.685,0.683,0.994,0.686,0.0020000000000000018,0.0010000000000000009,0.0010000000000000009
2011_002134,0.894,0.94,0.948,0.908,0.948,0.956,0.014000000000000012,0.008000000000000007,0.008000000000000007
2011_002135,0.504,0.529,0.928,0.508,0.532,0.929,0.0040000000000000036,0.0030000000000000027,0.0010000000000000009
2011_002149,0.696,0.759,0.894,0.807,0.808,0.998,0.1110000000000001,0.049000000000000044,0.10399999999999998
2011_002222,0.977,0.978,0.999,0.998,0.998,0.999,0.02100000000000002,0.020000000000000018,0.0
2011_002224,0.394,0.958,0.401,0.957,0.982,0.974,0.563,0.02400000000000002,0.573
2011_002227,0.892,0.903,0.985,0.893,0.903,0.987,0.0010000000000000009,0.0,0.0020000000000000018
2011_002246,0.672,0.995,0.674,0.026,0.026,1.0,-0.646,-0.969,0.32599999999999996
2011_002291,0.894,0.985,0.907,0.909,0.996,0.913,0.015000000000000013,0.01100000000000001,0.006000000000000005
2011_002300,0.995,0.997,0.998,0.998,0.998,0.999,0.0030000000000000027,0.0010000000000000009,0.0010000000000000009
2011_002303,0.459,0.79,0.61,0.599,0.86,0.724,0.13999999999999996,0.06999999999999995,0.11399999999999999
2011_002335,0.232,0.423,0.341,0.23,0.432,0.336,-0.0020000000000000018,0.009000000000000008,-0.0050000000000000044
2011_002341,0.871,0.944,0.919,0.97,0.997,0.973,0.09899999999999998,0.05300000000000005,0.05399999999999994
2011_002350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011_002381,0.97,0.985,0.985,0.994,0.997,0.998,0.02400000000000002,0.01200000000000001,0.013000000000000012
2011_002385,0.475,0.868,0.512,0.468,0.87,0.503,-0.006999999999999951,0.0020000000000000018,-0.009000000000000008
2011_002389,0.958,0.963,0.994,0.336,0.336,1.0,-0.6219999999999999,-0.627,0.006000000000000005
2011_002398,0.982,0.992,0.989,0.994,0.996,0.998,0.01200000000000001,0.0040000000000000036,0.009000000000000008
2011_002410,0.919,0.922,0.997,0.995,0.995,1.0,0.07599999999999996,0.07299999999999995,0.0030000000000000027
2011_002447,0.993,0.995,0.997,0.996,0.997,1.0,0.0030000000000000027,0.0020000000000000018,0.0030000000000000027
2011_002457,0.869,0.869,0.999,0.874,0.874,1.0,0.0050000000000000044,0.0050000000000000044,0.0010000000000000009
2011_002464,0.473,0.496,0.484,0.486,0.492,0.494,0.013000000000000012,-0.0040000000000000036,0.010000000000000009
2011_002488,0.518,0.552,0.665,0.567,0.625,0.66,0.04899999999999993,0.07299999999999995,-0.0050000000000000044
2011_002503,0.972,0.986,0.986,0.983,0.986,0.997,0.01100000000000001,0.0,0.01100000000000001
2011_002504,0.873,0.988,0.883,0.735,0.741,0.989,-0.138,-0.247,0.10599999999999998
2011_002511,0.712,0.713,0.998,0.727,0.727,1.0,0.015000000000000013,0.014000000000000012,0.0020000000000000018
2011_002528,0.773,0.874,0.87,0.774,0.874,0.871,0.0010000000000000009,0.0,0.0010000000000000009
2011_002553,0.515,0.595,0.843,0.628,0.667,0.907,0.11299999999999999,0.07200000000000006,0.06400000000000006
2011_002559,0.405,0.905,0.423,0.174,0.949,0.176,-0.23100000000000004,0.04399999999999993,-0.247
2011_002561,0.97,0.987,0.982,0.972,0.988,0.984,0.0020000000000000018,0.0010000000000000009,0.0020000000000000018
2011_002585,0.194,0.216,0.783,0.197,0.22,0.787,0.0030000000000000027,0.0040000000000000036,0.0040000000000000036
2011_002590,0.646,0.705,0.88,0.673,0.711,0.912,0.027000000000000024,0.006000000000000005,0.03200000000000003
2011_002652,0.811,0.997,0.813,0.919,0.999,0.92,0.10799999999999998,0.0020000000000000018,0.1070000000000001
2011_002656,0.278,0.284,0.935,0.287,0.288,0.989,0.008999999999999952,0.0040000000000000036,0.05399999999999994
2011_002709,0.61,0.858,0.674,0.858,0.895,0.954,0.248,0.03700000000000003,0.2799999999999999
2011_002715,0.975,0.997,0.978,0.991,0.996,0.995,0.016000000000000014,-0.0010000000000000009,0.017000000000000015
2011_002717,0.385,0.999,0.385,0.372,0.999,0.373,-0.013000000000000012,0.0,-0.01200000000000001
2011_002752,0.969,0.969,1.0,0.975,0.975,1.0,0.006000000000000005,0.006000000000000005,0.0
2011_002767,0.201,0.991,0.202,0.403,0.996,0.404,0.202,0.0050000000000000044,0.202
2011_002770,0.583,0.912,0.618,0.617,0.917,0.654,0.03400000000000003,0.0050000000000000044,0.03600000000000003
2011_002834,0.44,0.841,0.58,0.417,0.817,0.578,-0.02300000000000002,-0.02400000000000002,-0.0020000000000000018
2011_002851,0.85,0.855,0.993,0.886,0.886,1.0,0.03600000000000003,0.031000000000000028,0.007000000000000006
2011_002872,0.297,0.31,0.669,0.298,0.31,0.664,0.0010000000000000009,0.0,-0.0050000000000000044
2011_002873,0.697,0.983,0.705,0.794,0.987,0.803,0.09700000000000009,0.0040000000000000036,0.09800000000000009
2011_002920,0.301,0.454,0.383,0.315,0.471,0.4,0.014000000000000012,0.01699999999999996,0.017000000000000015
2011_002932,0.814,0.829,0.978,0.852,0.864,0.985,0.038000000000000034,0.03500000000000003,0.007000000000000006
2011_002935,0.712,0.712,0.999,0.711,0.711,1.0,-0.0010000000000000009,-0.0010000000000000009,0.0010000000000000009
2011_002947,0.332,0.791,0.361,0.339,0.824,0.36,0.007000000000000006,0.03299999999999992,-0.0010000000000000009
2011_002953,0.62,0.831,0.758,0.663,0.862,0.778,0.04300000000000004,0.031000000000000028,0.020000000000000018
2011_002956,0.9,0.908,0.989,0.944,0.952,0.992,0.04399999999999993,0.04399999999999993,0.0030000000000000027
2011_003025,0.296,0.296,1.0,0.283,0.283,1.0,-0.013000000000000012,-0.013000000000000012,0.0
2011_003038,0.585,0.736,0.594,0.6,0.744,0.604,0.015000000000000013,0.008000000000000007,0.010000000000000009
2011_003057,0.838,0.955,0.872,0.816,0.969,0.837,-0.02200000000000002,0.014000000000000012,-0.03500000000000003
2011_003066,0.315,0.444,0.448,0.318,0.46,0.44,0.0030000000000000027,0.016000000000000014,-0.008000000000000007
2011_003078,0.725,0.741,0.971,0.841,0.846,0.994,0.11599999999999999,0.10499999999999998,0.02300000000000002
2011_003121,0.779,0.781,0.996,0.833,0.833,1.0,0.05399999999999994,0.051999999999999935,0.0040000000000000036
2011_003141,0.912,0.987,0.923,0.977,0.992,0.985,0.06499999999999995,0.0050000000000000044,0.061999999999999944
2011_003151,0.585,0.704,0.777,0.574,0.68,0.787,-0.01100000000000001,-0.02399999999999991,0.010000000000000009
2011_003184,0.983,0.993,0.989,0.985,0.995,0.99,0.0020000000000000018,0.0020000000000000018,0.0010000000000000009
2011_003216,0.889,0.969,0.915,0.897,0.981,0.913,0.008000000000000007,0.01200000000000001,-0.0020000000000000018
2011_003238,0.935,0.949,0.985,0.97,0.971,0.999,0.03499999999999992,0.02200000000000002,0.014000000000000012
2011_003246,0.279,0.281,0.967,0.256,0.259,0.957,-0.02300000000000002,-0.02200000000000002,-0.010000000000000009
2011_003255,0.959,0.973,0.985,0.969,0.973,0.996,0.010000000000000009,0.0,0.01100000000000001
